구인상태,사업장명,근무지역,직종,연령,성별,급여,근무시간,채용인원,근무내용,지원방법,지원서류,업종,종류,구인제목,근무형태,경력조건,접수마감
구인마감,보문하우스토리,성북구 보문동,아파트 경비원,~68세,남,월240만원,,1명,"<보문하우스토리>아파트 경비원 1명*경비업무 재활용 분리수거 업무*격일 06:00~익일06:00*월240만원*상용직 *근무지 서울특별시 성북구 고려대로2길 37 (보문동4가) 보문하우스토리*남, ~68세",*상담사 알선 02-6220-8640,,,민간,성북구 보문동 아파트 경비원 모집,격일,무관,모집 완료 시 마감
구인마감,주식회사 더현종합관리,성동구 성수동,건설현장 경비원,~68세,남,월260만원,,2명,"<주식회사 더현종합관리>건설현장 경비원 2명건설현장 경비 업무*격일06:30~익일06:30 (휴게 주간2.5h, 야간6.5h)*월260만원 (식대비 20만원 포함)*상용직*근무지 서울특별시 성동구 광나루로6길 35 (성수동2가)*남, ~68세*경비교육 필수, 경력 6개월 이상자 우대",*상담사 알선 02-6220-8640,,,민간,성동구 성수동 건설현장 경비원 모집,격일,무관,모집 완료 시 마감
구인마감,동우씨엠(주),서초구 서초동,미화원/미화반장,~69세,여,아래 근무내용 참조,,2명,"<동우씨엠(주)>사옥 건물 청소반장/청소원 2명1) 미화반장 1명-근무시간 : 8시간, 주5일 07:00~16:00 (휴게시간1시간)-근무시작 : 2023년 12월 1일부터~ 2년간-급여조건 : 2,011,000원(세전,23년급여, 24년 최저시급인상조정)-복지 : 연차,퇴직금,명절상여금2) 미화원(단시간) 1명-근무시간 : 2시간 30분, 주5일 13:00~15:30-근무시작 : 2023년 12월 1일부터~ 2년간-급여조건 : 643,000원(세전,23년급여, 24년 최저시급인상조정)-복지: 명절상여금*계약직(24개월)*근무지 서울특별시 서초구 서운로 45 (서초동) 엣지랭크 서초사옥*여, ~69세",*상담사 알선 02-6220-8640,,,민간,서초구 서초동 미화원/미화반장 모집,,무관,모집 완료 시 마감
구인마감,(주)진성관리,노원구 월계동,아파트 청소원,~68세,여,월125만원,08:30~14:30,2명,"<(주)진성관리>아파트 청소원 2명아파트 실내 공용공간 청소 업무(신주없음)*평일08:30~14:30(휴게1.5h),토08:30~11:30*월125만원*계약직(12개월)*근무지 서울특별시 노원구 월계로42길 97 (월계동) 꿈의숲sk뷰아파트*여, ~68세",*상담사 알선 02-6220-8640,,,민간,노원구 월계동 아파트 청소원 모집,주6일,무관,모집 완료 시 마감
구인마감,(주)유청시스템,강남구 삼성동,빌딩 청소원,~69세,여,월175만원,06:30~15:00,1명,"<(주)유청시스템>빌딩 청소원 1명빌딩 청소 업무*주5일06:30~15:00(휴게2시간)*월175만원*계약직*근무지 서울특별시 강남구 봉은사로86길 6 (삼성동) 레베쌍트 빌딩*여, ~69세",*상담사 알선 02-6220-8640,,,민간,강남구 삼성동 빌딩 청소원 모집,주5일,무관,모집 완료 시 마감
구인마감,부림산업개발,중구 서소문동,건물 관리인,~60세,남,연봉3000만원,08:30~18:00,1명,"<부림산업개발>건물 관리인 1명*상가 건물 관리 전반(입주자들 민원관리, 건물시설관리, 직원관리, 간단한 영선업무 등)더불어 주차장 입, 출차시 주차관리 협조업무(경비원 분들이 주로 하십니다. 협조 업무만 해주시면 됩니다.)(순찰경비, 청소인력 별도 계심)*운전면허 2종 이상, 운전면허 소지자 우대*주5일 08:30~18:00(휴게1시간)*연봉3,000만원*계약직(12개월)*근무지 서울특별시 중구 세종대로11길 42 (서소문동)  부림빌딩*남, ~60세",*상담사 알선 02-6220-8640,,,민간,중구 서소문동 건물 관리인 모집,주5일,무관,모집 완료 시 마감
구인마감,명일진로아파트,강동구 명일동,건물 경비원,~68세,남,월248만원,,1명,"<명일진로아파트>건물 경비원 1명*출입자 통제 및 순찰, 택배보관 및 배부 업무*격일 07:00~익일07:00*월248만원*상용직*근무지 서울특별시 강동구 동남로73길 26 (명일동)*남, ~68세, 경력 1년 이상",*상담사 알선 02-6220-8640,,,민간,강동구 명일동 건물 경비원 모집,격일,경력,모집 완료 시 마감
구인마감,(주)지유코퍼레이션,서초구 방배동,건물 경비원,~70세,남,월230만원,,1명,"<(주)지유코퍼레이션>건물 경비원 1명*내외곽 순찰, 외부인 출입자관리 업무*경비원 신임교육이수증 필수*격일 07:00~익일07:00*월230만원*계약직(12개월)*근무지 서울특별시 서초구 방배천로2길 10 (방배동) JBI빌딩*남, ~70세*이력서 사진부착, 신임교육이수증 사본 함께 제출",*상담사 알선 02-6220-8640,,,민간,서초구 방배동 건물 경비원 모집,격일,무관,모집 완료 시 마감
구인마감,(주)타워씨앤에스,송파구 잠실동,아파트 외곽 청소원,~70세,남,월185만원,,1명,"<(주)타워씨앤에스>아파트 외곽 청소원 1명*갤러리아팰리스 외곽 청소 업무*주6일 평일 07:00~15:00 / 토 07:00~11:00*월185만원*계약직(12개월)*근무지 서울특별시 송파구 올림픽로 212 (잠실동)  갤러리아팰리스*남, ~70세, 경력 1년 이상",*상담사 알선 02-6220-8640,,,민간,송파구 잠실동 아파트 외곽 청소원 모집,주6일,경력,모집 완료 시 마감
구인마감,(주)원이앤에스,동대문구 용두동,건물 청소원,~65세,남,월193만원,,1명,"<(주)원이앤에스>건물 청소원 1명*실내 및 실외 청소 업무*주5일 06;00~16:00 (휴게 3시간)*월193만원*상용직*근무지 서울특별시 동대문구 왕산로 168 (용두동)  삼성화재 청량리사옥 *남, ~65세, 조식, 중식 제공",*상담사 알선 02-6220-8640,,,민간,동대문구 용두동 건물 청소원 모집,주5일,무관,모집 완료 시 마감
구인마감,삼우서비스 주식회사,강남구 개포동,"아파트 내부, 외곽 청소원",~70세,무관,월183만원,,4명,"<삼우서비스 주식회사>아파트  청소원 5명*외곽 1명, 내부 4명*주6일 08:00~15:30 (휴게 1시간) / 토 08:00~11:00*월183만원*상용직 *근무지 서울특별시 강남구 개포로 264 (개포동) *무관, ~70세",*상담사 알선 02-6220-8640,,,민간,"강남구 개포동 아파트 내부, 외곽 청소원 모집",주6일,무관,모집 완료 시 마감
구인마감,(주)성우서비스,마포구 공덕동,아파트 외곽 청소원,~74세,남,월144만원,,1명,"<(주)성우서비스>아파트 외곽청소원 1명아파트 외곽 청소 업무*주6일09:00~15:30(휴게 1.5h), 토09:00~12:00*월144만원*계약직(3개월)*근무 서울특별시 마포구 마포대로 115 -8 (공덕동)  공덕삼성1차아파트*남, ~74세",*상담사 알선 02-6220-8640,,,민간,마포구 공덕동 아파트 외곽 청소원 모집,주6일,무관,모집 완료 시 마감
구인마감,아스테리움용산,용산구 한강로,오피스텔 청소원,~65세,여,월179만원,,1명,"<아스테리움용산>오피스텔 청소원 1명*오피스텔 내부 청소 업무*격주 08:00~16:00 / 격주 토 08:00~11:00*월179만원*상용직*근무지 서울특별시 용산구 한강대로30길 25 (한강로2가)  아스테리움용산*여, ~65세",*상담사 알선 02-6220-8640,,,민간,용산구 한강로 오피스텔 청소원 모집,,무관,모집 완료 시 마감
구인마감,(학)고운학원나랑유치원,관악구 봉천동,유치원 청소원,~70세,여,월100만원~110만원,14:00~18:00,1명,"<(학)고운학원나랑유치원>유치원 청소원 1명유치원 청소(화장실, 복도, 계단 등) 업무*주5일 14:00~18:00*월100만원~110만원*상용직*근무지 서울특별시 관악구 봉천로33길 57 (봉천동) 나랑유치원 *여, ~70세*경력 1년 이상",*상담사 알선 02-6220-8640,,,민간,관악구 봉천동 유치원 청소원 모집,주5일,경력,모집 완료 시 마감
구인마감,휘경베스트빌현대아파트 입주자대표회의,동대문구 휘경동,아파트 경비원,~65세,남,월241만원,06:30~07:00,1명,"<휘경베스트빌현대아파트 입주자대표회의>아파트 경비원 1명아파트 경비 업무*격일제 06:30~07:00 교대(휴게 8.5h)*월241만원*고졸이상*경비교육 이수 우대, 경력 1년 이상 우대, 12월 1일부터 근무 가능자*상용직*근무지 서울특별시 동대문구 장안벚꽃로5길 19 (휘경동)*남, 58세~65세",*상담사 알선 02-6220-8640,,,민간,동대문구 휘경동 아파트 경비원 모집,격일,경력,모집 완료 시 마감
구인마감,성호라인중앙지사,서울시내,카드 및 티켓 배송원,무관,무관,월평균100만원,,2명,"<성호라인중앙지사>카드 또는 티켓 배송원 2명 채용*(신용)카드 배송 업무*길찾기 가능자, PDA 사용하셔야함(전자기기 활용 가능자)*월~금 09:00~18:00 사이 탄력근무/ 토요 근무 선택*월 평균 100만원*기타 : 사무실로 출근 후 업무 종료 후 현장 퇴근*근무지 서울시 중구 퇴계로37길14, 기종빌딩 406호*성별 연령 무관",*상담사 알선 02-6220-8640,,,민간,서울시내 카드 및 티켓 배송원 모집,,무관,모집 완료 시 마감
구인마감,성지주택관리주식회사,강서구 마곡동,오피스텔 청소원,~65세,여,월170만원,,1명,"<성지주택관리주식회사>오피스텔 청소원 1명*공용부분 업무*주5일 08:00~15:00 (휴게 1.5시간)*월170만원*계약직(12개월)*근무지 서울특별시 강서구 마곡중앙8로 90 (마곡동)  마곡아이파크*여, ~65세",*상담사 알선 02-6220-8640,,,민간,강서구 마곡동 오피스텔 청소원 모집,주5일,무관,모집 완료 시 마감
구인마감,휴먼데코관리위원회,성동구 성수동,빌딩 경비원,~67세,남,월232만원,,1명,"<휴먼데코관리위원회>빌딩 경비원 1명빌딩 경비 업무*격일07:00~익일07:00*월232만원*계약직(11개월)*근무지 서울특별시 성동구 아차산로17길 57 (성수동2가) 일선건영휴먼데코*경력 1년 이상*남, ~67세",*상담사 알선 02-6220-8640,,,민간,성동구 성수동 빌딩 경비원 모집,격일,경력,모집 완료 시 마감
구인마감,(주)한성세영비엔에이,동작구 상도동,아파트 관리원,~76세,남,월140만원,,1명,"<(주)한성세영비엔에이>아파트 관리원 1명아파트 관리 업무(아파트 주변청소 외)*격일06:30~익일06:30(주29.5시간 근무)*월140만원*계약직(3개월)*근무지 서울특별시 동작구 양녕로 170 (상도동) 상도동롯데캐슬비엔아파트*남, 65세~76세*경비교육 무관",*상담사 알선 02-6220-8640,,,민간,동작구 상도동 아파트 관리원 모집,격일,무관,모집 완료 시 마감
구인마감,태원비엠씨(주),성동구 옥수동,상가 청소원,~69세,여,월141만원,,1명,"<태원비엠씨(주)>상가 청소원 1명*상가 청소 업무*주5일 09:00~15:00 (휴게 1.5시간)*월141만원*상용직*근무지 서울특별시 성동구 독서당로40길 39 (옥수동)  옥수어울림 상가*여, ~69세",*상담사 알선 02-6220-8640,,,민간,성동구 옥수동 상가 청소원 모집,주5일,무관,모집 완료 시 마감
구인마감,참우리,동대문구 용두동,아파트 커뮤니티센터 청소원,~65세,남,"시급9,620원",,1명,"<참우리>아파트 커뮤니티센터 청소원 1명커뮤니티센터 청소 업무*화~토 18:30~24:00, 일16:30~20:00(휴게 0.5h)*시급9,620원*계약직(시간제)*근무지 서울특별시 동대문구 한빛로 49 (용두동) 래미안엘리니티아파트 커뮤니티센터*남, ~65세",*상담사 알선 02-6220-8640,,,민간,동대문구 용두동 아파트 커뮤니티센터 청소원 모집,,무관,모집 완료 시 마감
구인마감,태현종합관리 주식회사,양천구 신정동,아파트 경비원,~72세,남,월210만원,,1명,"<태현종합관리 주식회사>아파트 경비원 1명*아파트 경비 업무*격일07:00~07:00*월210만원*계약직(12개월)*근무지 서울특별시 양천구 중앙로45길 28 -12 (신정동) 정은스카이빌*남, ~72세",*상담사 알선 02-6220-8640,,,민간,양천구 신정동 아파트 경비원 모집,격일,무관,모집 완료 시 마감
구인마감,원미산업(주),강남구 역삼동,오피스텔 청소원,~69세,남,월183만원,,1명,"<원미산업(주)>오피스텔 청소원 1명오피스텔 청소 업무*평일07:00~15:00(휴게 11:30~13:00), 격주토 07:00~11:00*월183만원*상용직*근무지 서울특별시 강남구 역삼로4길 16 (역삼동) 성우스타우스 오피스텔 청소원*남, 60세~69세",*상담사 알선 02-6220-8640,,,민간,강남구 역삼동 오피스텔 청소원 모집,,무관,모집 완료 시 마감
구인마감,(주)세안텍스,강남구 삼성동,빌딩 청소원,~69세,여,"연봉2,229만원",,1명,"<(주)세안텍스>빌딩 청소원 1명빌딩 공용부분 청소 업무*평일08:00~16:00, 격주토08:00~12:00*연봉2,229만원*상용직*근무지 서울특별시 강남구 삼성로119길 8 (삼성동) 청담카이로스빌딩*여, ~69세",*상담사 알선 02-6220-8640,,,민간,강남구 삼성동 빌딩 청소원 모집,,무관,모집 완료 시 마감
구인마감,LG팰리스빌딩관리단,마포구 동교동,빌딩 경비원,~65세,남,월222만원,,1명,"<LG팰리스빌딩관리단>빌딩 경비원 1명빌딩 경비 업무 전반*격일07:00~익일07:00(휴게 11시간 30분 이상)*월222만원*계약직(12개월)*근무지 서울특별시 마포구 양화로 156 (동교동) LG팰리스빌딩*남, ~65세*경비교육 필수",*상담사 알선 02-6220-8640,,,민간,마포구 동교동 빌딩 경비원 모집,격일,무관,모집 완료 시 마감
구인마감,(주)모두함께하는 세상,강서구 등촌동,건물 청소원,~70세,여,월144만원,,1명,"<(주)모두함께하는 세상>건물 청소원 1명*건물 청소 업무*격일 08:30~15:00 / 격주 토 08:30~11:30*월 144만원*계약직(12개월)*근무지 서울특별시 강서구 양천로 532 (등촌동) 더리브아너비즈타워*여, ~70세",*상담사 알선 02-6220-8640,,,민간,강서구 등촌동 건물 청소원 모집,,무관,모집 완료 시 마감
구인마감,(주)재우씨엔씨,서초구 서초동,실내 청소원,~70세,무관,월115만원,,1명,"<(주)재우씨엔씨>실내 청소원 1명서이도서관, 잠원도서관 2곳 청소 업무*각 도서관 근무시간 1시간,  근무시간 3시간 30분(1시간 이동시간 포함)*주6일평일 08:00~11:30토요일 08:00~11:30*월115만원*계약직(3개월)*근무지 서울특별시 서초구 서초대로70길 51 (서초동) 서이도서관, 잠원도서관 *남녀무관, ~70세",*상담사 알선 02-6220-8640,,,민간,서초구 서초동 실내 청소원 모집,,무관,모집 완료 시 마감
